source_row,query,approved_cluster,approved_priority,approved_classification,approved_intent,approved_relevance,clicks,impressions,ctr,position,approved_band,intended_owner,actual_ranking_url,outcome,implemented_or_retained,page_intent_alignment,title_before,title_after,h1_before,h1_after,opening_after,description_after,snippet_eligibility,commercial_cta,serp_limit,measured_ctr_change
336,rox01 soft close door,rox: Soft close doors,CRITICAL,SPLIT,Commercial service enquiry,Medium,0.0,43.0,0.0,7.58,4–10,https://digitecme.com/brands/rox-service-dubai/soft-close-door-installation,Unknown: supplied export does not pair query and page,Implemented in source,Made the existing distinct ROX01 soft-close page indexable in English only; included it in the sitemap and suppressed an Arabic alternate claim. Retained its compatibility/installation scope; shared heading and service-enquiry improvements also apply.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",ROX 01 Soft Close Installation Dubai | Digi-Tec,ROX 01 Soft Close Installation Dubai | Digi-Tec,ROX 01 Soft Close Installation Dubai,ROX 01 Soft Close Installation Dubai,"Digi-Tec provides dedicated ROX 01 soft close installation in Dubai for owners who want the premium pull-close function added to their SUV. Our Al Quoz workshop checks door compatibility, latch fitment, wiring routes, door alignment and safety operation before installation. We also diagnose and repair ROX soft close systems that click, stop halfway, fail to pull the door shut or leave a door-open warning on the display.","ROX 01 soft close installation in Dubai. Digi-Tec fits, diagnoses and repairs soft close door systems with compatibility checks in Al Quoz.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Discuss ROX Soft-Close Doors,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
337,car muffler repair,All vehicles: Exhaust repair,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,43.0,0.0,9.33,4–10,https://digitecme.com/services/exhaust-repair-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Replaced ambiguous Cat title with exhaust and muffler repair; kept repair intent and cost FAQs; added quote guidance and contextual enquiry actions; modification requests remain with tuning.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.","Exhaust Repair Dubai | Cat, Muffler, DPF & Performance",Exhaust & Muffler Repair Dubai | DIGI-TEC,Exhaust Repair in Dubai,Exhaust Repair in Dubai,"Digitec Performance Center inspects and repairs supported exhaust concerns in Dubai. Excessive noise, visible damage, exhaust smell, reduced power or warning messages can lead to leak, restriction, sensor and after-treatment checks before repair or replacement is proposed.","Exhaust and muffler repair in Al Quoz, Dubai. Assessment of leaks, noise, sensors and catalyst or DPF concerns before repair is quoted at DIGI-TEC.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an Exhaust Inspection ; WhatsApp Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
338,porsche diagnostics dip2,porsche: Diagnostics and supported coding,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,43.0,0.0,9.81,4–10,https://digitecme.com/brands/porsche-service-dubai/engine-diagnostics,Unknown: supplied export does not pair query and page,Implemented in source,Aligned title/H1/opening/process with diagnostics across relevant fitted modules and drivability concerns; preserved actual Al Quoz location and qualified access; specific booking actions.,"Location variant retained as supporting only; actual workshop is Al Quoz, not DIP2.",Porsche Engine Diagnostics Dubai | Digi-Tec,Porsche Diagnostics Dubai | DIGI-TEC Al Quoz,Porsche Engine Diagnostics Dubai,Porsche Diagnostics in Dubai,"DIGI-TEC investigates Porsche warning lights, misfires, starting concerns and changes in drivability at the Al Quoz workshop. The model, fitted powertrain and complaint determine which compatible modules, live data and physical tests are relevant. A stored code is a starting point; diagnosis separates an electrical, mechanical or control concern before repair is quoted.","Porsche diagnostics in Al Quoz, Dubai for warning lights, drivability and module concerns. Compatible testing and repair scope confirmed at DIGI-TEC.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Porsche Diagnostics ; Contact Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
348,car silencer repair near me,All vehicles: Exhaust repair,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,41.0,0.0,7.39,4–10,https://digitecme.com/services/exhaust-repair-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Replaced ambiguous Cat title with exhaust and muffler repair; kept repair intent and cost FAQs; added quote guidance and contextual enquiry actions; modification requests remain with tuning.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.","Exhaust Repair Dubai | Cat, Muffler, DPF & Performance",Exhaust & Muffler Repair Dubai | DIGI-TEC,Exhaust Repair in Dubai,Exhaust Repair in Dubai,"Digitec Performance Center inspects and repairs supported exhaust concerns in Dubai. Excessive noise, visible damage, exhaust smell, reduced power or warning messages can lead to leak, restriction, sensor and after-treatment checks before repair or replacement is proposed.","Exhaust and muffler repair in Al Quoz, Dubai. Assessment of leaks, noise, sensors and catalyst or DPF concerns before repair is quoted at DIGI-TEC.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an Exhaust Inspection ; WhatsApp Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
363,digi,Excluded: Unrelated or wrong location,IGNORE,IGNORE,Other or mismatched intent,None,0.0,39.0,0.0,6.03,4–10,,Unknown: supplied export does not pair query and page,Not targeted: no justified owner in approved map,Ambiguous short token; do not make a landing page or rewrite business identity.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",,,,,,,No eligible owner intentionally promoted; see indexation/evidence decision.,,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
364,mercedes benz garage dubai,mercedes-benz: Service and repair (English),CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,39.0,0.0,9.74,4–10,https://digitecme.com/brands/mercedes-benz-service-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Preserved the newer live hub and its service/model links. Kept broad Mercedes ownership and Book Mercedes Service hero; made final enquiry specific. Existing scoped permanent redirects retained and tested; live activation remains blocked.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes-Benz Repair & Service Dubai,Mercedes-Benz Repair & Service Dubai,"Digi-Tec Performance Centre is an independent Mercedes-Benz workshop in Al Quoz, Dubai. Owners of C-Class, E-Class, S-Class, G-Class, GLE, GLS, AMG and other Mercedes models can request inspection, maintenance and repair; diagnostic functions and the final scope are confirmed for the vehicle before work begins.","Specialist Mercedes repair and service in Dubai for C-Class, E-Class, S-Class, G-Class, GLE, GLS and AMG. XENTRY diagnostics at our Al Quoz workshop in Dubai.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Mercedes Service ; Contact Us ; Request an Inspection ; WhatsApp,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
374,digi tech,DIGI-TEC: Business navigation,DEPRIORITIZE,DEPRIORITIZE,Navigational,Medium,0.0,38.0,0.0,5.08,4–10,https://digitecme.com/,Unknown: supplied export does not pair query and page,Implemented in source,"Existing shared service listing now uses the revised car-oil-change label; the main page title, H1 and commercial positioning remain unchanged. Removed stray NUL padding from streamed HTML.",Business navigation remains on the homepage; spelling variation is not a reason to change the brand name.,Digi-Tec Performance Center | Independent Car Workshop Dubai,Digi-Tec Performance Center | Independent Car Workshop Dubai,DIGI-TECPerformance Center,DIGI-TECPerformance Center,"Independent vehicle maintenance, diagnostics, repair, body work and performance-project support from Digi-Tec Performance Center in Al Quoz Industrial Area 3.","Independent car workshop in Al Quoz, Dubai since 2002 for inspection, maintenance, repair, programming, bodywork and performance-project consultation. Call +971 4 340 2223.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Appointment ; Chat with us now ; Contact Us ; Request an appointment,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
391,mercedes battery replacement near me,mercedes-benz: Battery service,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,36.0,0.0,9.08,4–10,https://digitecme.com/services/mercedes-battery-replacement-dubai,Unknown: supplied export does not pair query and page,Implemented in source,"Preserved the newer live Mercedes metadata, opening, system-specific scope, FAQs and links; applied grammatical model heading and contextual/final service enquiry actions.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Battery Replacement Dubai | Digi-Tec,Mercedes Battery Replacement Dubai | Digi-Tec,Mercedes Battery Testing & Replacement in Dubai,Mercedes Battery Testing & Replacement in Dubai,"A battery warning or no-start can involve the battery, charging system or an electrical drain. Book an assessment at our Al Quoz workshop so the affected system and correct replacement specification can be confirmed before fitting.","Mercedes battery testing and replacement at Digi-Tec, Al Quoz. Distinguish main-battery, auxiliary and charging concerns before selecting the correct battery.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request a Mercedes Battery Check,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
433,muffler repair dubai,All vehicles: Exhaust repair,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,31.0,0.0,7.55,4–10,https://digitecme.com/services/exhaust-repair-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Replaced ambiguous Cat title with exhaust and muffler repair; kept repair intent and cost FAQs; added quote guidance and contextual enquiry actions; modification requests remain with tuning.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.","Exhaust Repair Dubai | Cat, Muffler, DPF & Performance",Exhaust & Muffler Repair Dubai | DIGI-TEC,Exhaust Repair in Dubai,Exhaust Repair in Dubai,"Digitec Performance Center inspects and repairs supported exhaust concerns in Dubai. Excessive noise, visible damage, exhaust smell, reduced power or warning messages can lead to leak, restriction, sensor and after-treatment checks before repair or replacement is proposed.","Exhaust and muffler repair in Al Quoz, Dubai. Assessment of leaks, noise, sensors and catalyst or DPF concerns before repair is quoted at DIGI-TEC.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an Exhaust Inspection ; WhatsApp Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
434,bmw transmission repair in dubai,bmw: Transmission and gearbox repair,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,31.0,0.0,8.42,4–10,https://digitecme.com/brands/bmw-service-dubai/transmission-repair,Unknown: supplied export does not pair query and page,Implemented in source,"Replaced the generic opening with shift/engagement symptoms; separated fluid/filter maintenance, control faults and internal repair; added four process steps and four qualified FAQs; corrected model heading and three enquiry placements.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",BMW Transmission Repair Dubai | Digi-Tec,BMW Transmission Repair Dubai | Digi-Tec,BMW Transmission Repair Dubai,BMW Transmission Repair Dubai,"Delayed engagement, rough shifts, slipping or a gearbox warning need diagnosis before a BMW transmission repair is quoted. At DIGI-TEC in Al Quoz, we identify the fitted gearbox and review the service history, fault data and driving symptoms. A fluid and filter service, a control-system fault and internal gearbox wear require different decisions; a service is not presented as a cure for every warning.","BMW transmission repair in Dubai with model-specific inspection, confirmed parts options and a clear quote at Digi-Tec, Al Quoz.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request a BMW Gearbox Inspection,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
435,audi body shop dubai,audi: Body repair,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,31.0,0.0,10.0,4–10,https://digitecme.com/brands/audi-service-dubai/body-repair,Unknown: supplied export does not pair query and page,Implemented in source,"Shared service template: grammatical model heading, contextual service label and final enquiry section. English extended services receive service-specific introductions/processes; symptom claims remain conditional. Existing page-specific brand overrides take precedence.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Audi Body Repair Dubai | Digi-Tec,Audi Body Repair Dubai | Digi-Tec,Audi Body Repair Dubai,Audi Body Repair Dubai,"Audi dents, damaged bumpers, scratched paint or panel misalignment need an assessment of depth, material and previous repairs. Paint correction can improve some surface marks; missing paint and damaged panels need a different repair approach. Digi-Tec assesses the concern in Al Quoz, Dubai, identifies the fitted system and explains the findings before parts or repair are agreed.","Audi body repair in Dubai with model-specific inspection, confirmed parts options and a clear quote at Digi-Tec, Al Quoz.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an Audi Body Repair Assessment,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
448,mercedes-benz repair dubai,mercedes-benz: Service and repair (English),CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,30.0,0.0,4.33,4–10,https://digitecme.com/brands/mercedes-benz-service-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Preserved the newer live hub and its service/model links. Kept broad Mercedes ownership and Book Mercedes Service hero; made final enquiry specific. Existing scoped permanent redirects retained and tested; live activation remains blocked.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes-Benz Repair & Service Dubai,Mercedes-Benz Repair & Service Dubai,"Digi-Tec Performance Centre is an independent Mercedes-Benz workshop in Al Quoz, Dubai. Owners of C-Class, E-Class, S-Class, G-Class, GLE, GLS, AMG and other Mercedes models can request inspection, maintenance and repair; diagnostic functions and the final scope are confirmed for the vehicle before work begins.","Specialist Mercedes repair and service in Dubai for C-Class, E-Class, S-Class, G-Class, GLE, GLS and AMG. XENTRY diagnostics at our Al Quoz workshop in Dubai.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Mercedes Service ; Contact Us ; Request an Inspection ; WhatsApp,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
449,car exhaust repair near me,All vehicles: Exhaust repair,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,30.0,0.0,8.2,4–10,https://digitecme.com/services/exhaust-repair-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Replaced ambiguous Cat title with exhaust and muffler repair; kept repair intent and cost FAQs; added quote guidance and contextual enquiry actions; modification requests remain with tuning.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.","Exhaust Repair Dubai | Cat, Muffler, DPF & Performance",Exhaust & Muffler Repair Dubai | DIGI-TEC,Exhaust Repair in Dubai,Exhaust Repair in Dubai,"Digitec Performance Center inspects and repairs supported exhaust concerns in Dubai. Excessive noise, visible damage, exhaust smell, reduced power or warning messages can lead to leak, restriction, sensor and after-treatment checks before repair or replacement is proposed.","Exhaust and muffler repair in Al Quoz, Dubai. Assessment of leaks, noise, sensors and catalyst or DPF concerns before repair is quoted at DIGI-TEC.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an Exhaust Inspection ; WhatsApp Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
479,mercedes brake repair dubai,mercedes-benz: Brake repair,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,28.0,0.0,9.64,4–10,https://digitecme.com/services/mercedes-brake-repair-dubai,Unknown: supplied export does not pair query and page,Implemented in source,"Preserved the newer live Mercedes metadata, opening, system-specific scope, FAQs and links; applied grammatical model heading and contextual/final service enquiry actions.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Brake Repair & Service Dubai | Digi-Tec,Mercedes Brake Repair & Service Dubai | Digi-Tec,Mercedes Brake Repair & Service in Dubai,Mercedes Brake Repair & Service in Dubai,"Brake noise, vibration or a wear warning needs an inspection of the fitted system. Digi-Tec assesses Mercedes pads, discs, sensors and related braking components, explaining the measured condition and the proposed work before repair.","Mercedes brake repair and service in Al Quoz. Pad and disc measurements, wear sensors, hydraulic checks and fitted AMG brake specification reviewed.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request a Mercedes Brake Inspection,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
495,gad motors mercedes,All vehicles: Performance tuning,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,27.0,0.0,8.11,4–10,https://digitecme.com/tuning,Unknown: supplied export does not pair query and page,Retained current page; no justified on-page change,Retained current content and metadata because no justified mismatch was established.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Performance Tuning Dubai | ECU & Hardware Projects | Digi-Tec,Performance Tuning Dubai | ECU & Hardware Projects | Digi-Tec,GAD Motors Performance Tuning,GAD Motors Performance Tuning,"Digi-Tec plans ECU tuning around the exact vehicle, its current condition, fuel, intended use and supporting hardware. The team explains the proposed calibration and expected result before the project begins.","Vehicle-specific ECU tuning and supporting-hardware projects for performance cars at Digi-Tec in Al Quoz, Dubai.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book a Tuning Consultation ; Contact Us ; Request an appointment,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
496,aston martin workshop dubai,aston-martin: Service and repair,CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,27.0,0.0,8.81,4–10,https://digitecme.com/brands/aston-martin-service-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Retained existing brand hub content and ownership; made final service enquiry label brand-specific. Audi/Bentley also gained paint-care links.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Aston Martin Service & Repair Dubai | DIGI-TEC,Aston Martin Service & Repair Dubai | DIGI-TEC,Aston Martin Service & Repair Dubai,Aston Martin Service & Repair Dubai,"DIGI-TEC is an independent workshop in Al Quoz, Dubai, for Aston Martin servicing, diagnostics and repair assessments. Share your model, year, mileage and concern to arrange the right inspection. The team explains findings, parts options and the proposed work before you approve an estimate.","Independent Aston Martin service and repair in Al Quoz, Dubai. Contact DIGI-TEC for maintenance, diagnostics and a vehicle-specific service estimate.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request Aston Martin Service ; Request an Aston Martin Service Quote ; WhatsApp,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
497,porsche service,porsche: Service and repair (English),CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,27.0,0.0,9.74,4–10,https://digitecme.com/brands/porsche-service-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Retained existing brand hub content and ownership; made final service enquiry label brand-specific. Audi/Bentley also gained paint-care links. Removed stray NUL padding from streamed HTML.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Porsche Service & Repair Dubai | Digi-Tec Workshop,Porsche Service & Repair Dubai | Digi-Tec Workshop,Porsche Repair & Service Dubai,Porsche Repair & Service Dubai,"Owners of Porsche 911, Cayman, Cayenne, Panamera, Macan and other models can request inspection and workshop support at Digi-Tec. PDK, powertrain, brake, suspension and diagnostic scope is confirmed from the VIN, fitted systems and vehicle condition before work begins.","Porsche service and repair in Dubai for 911, Cayenne, Macan, Panamera, Cayman and Taycan, with diagnostics, PDK, brakes and suspension care in Al Quoz.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request Porsche Service ; Request a Porsche Inspection ; Request an Inspection ; WhatsApp,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
515,mercedes diagnostic dubai,mercedes-benz: Diagnostics and supported coding,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,26.0,0.0,4.73,4–10,https://digitecme.com/services/mercedes-diagnostics-dubai,Unknown: supplied export does not pair query and page,Implemented in source,"Preserved the newer live Mercedes metadata, opening, system-specific scope, FAQs and links; applied grammatical model heading and contextual/final service enquiry actions.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Diagnostics & Coding Dubai | Digi-Tec,Mercedes Diagnostics & Coding Dubai | Digi-Tec,"Mercedes Diagnostics, Coding & Programming in Dubai","Mercedes Diagnostics, Coding & Programming in Dubai","Start with the fault or function you need, the VIN and the module details. Digi-Tec assesses Mercedes diagnostic enquiries and confirms whether the requested coding or programming function is supported before agreeing the work. Access to one function does not establish support for every module or model.","Mercedes diagnostics in Al Quoz, Dubai, with coding and programming eligibility checked by VIN and module. Fault reports and supported next steps explained.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Mercedes Diagnostics ; Contact Us,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
534,tec,Excluded: Unrelated or wrong location,IGNORE,IGNORE,Other or mismatched intent,None,0.0,25.0,0.0,3.24,4–10,,Unknown: supplied export does not pair query and page,Not targeted: no justified owner in approved map,Ambiguous short token; do not make a landing page or rewrite business identity.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",,,,,,,No eligible owner intentionally promoted; see indexation/evidence decision.,,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
535,porche suspension repair dubai,porsche: Suspension repair,CRITICAL,SPLIT,Commercial service enquiry,High,0.0,25.0,0.0,8.08,4–10,https://digitecme.com/brands/porsche-service-dubai/suspension-repair,Unknown: supplied export does not pair query and page,Implemented in source,"Shared service template: grammatical model heading, contextual service label and final enquiry section. English extended services receive service-specific introductions/processes; symptom claims remain conditional. Existing page-specific brand overrides take precedence.","Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Porsche Suspension Repair Dubai | Digi-Tec,Porsche Suspension Repair Dubai | Digi-Tec,Porsche Suspension Repair Dubai,Porsche Suspension Repair Dubai,"Ride-height changes, clunks, uneven tyre wear or a suspension warning on your Porsche need the fitted system identified first. The model range includes pasm adaptive dampers and pdcc active roll stabilisation, but equipment varies. Digi-Tec checks mechanical condition, tyre influence and compatible fault data before proposing damper, joint, air-system or control repairs. Parts, supported calibration and alignment needs are confirmed from the findings.","Porsche suspension repair in Dubai with model-specific inspection, confirmed parts options and a clear quote at Digi-Tec, Al Quoz.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request a Porsche Suspension Inspection,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
548,mercedes auto repair​ in dubai,mercedes-benz: Service and repair (English),CRITICAL,SUPPORT,Commercial service enquiry,High,0.0,24.0,0.0,4.71,4–10,https://digitecme.com/brands/mercedes-benz-service-dubai,Unknown: supplied export does not pair query and page,Implemented in source,Preserved the newer live hub and its service/model links. Kept broad Mercedes ownership and Book Mercedes Service hero; made final enquiry specific. Existing scoped permanent redirects retained and tested; live activation remains blocked.,"Review against the approved owner; exact title, H1 and opening below. No inference that this is the current Google ranking URL.",Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes Repair & Service Dubai | Digi-Tec Specialists,Mercedes-Benz Repair & Service Dubai,Mercedes-Benz Repair & Service Dubai,"Digi-Tec Performance Centre is an independent Mercedes-Benz workshop in Al Quoz, Dubai. Owners of C-Class, E-Class, S-Class, G-Class, GLE, GLS, AMG and other Mercedes models can request inspection, maintenance and repair; diagnostic functions and the final scope are confirmed for the vehicle before work begins.","Specialist Mercedes repair and service in Dubai for C-Class, E-Class, S-Class, G-Class, GLE, GLS and AMG. XENTRY diagnostics at our Al Quoz workshop in Dubai.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Book Mercedes Service ; Contact Us ; Request an Inspection ; WhatsApp,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
590,car battery life in uae,Information: Battery life,GROWTH,PRIORITIZE,Informational,Medium,0.0,22.0,0.0,8.23,4–10,https://digitecme.com/blog/car-battery-life-dubai-heat,Unknown: supplied export does not pair query and page,Retained current page; no justified on-page change,Retained current content and metadata because no justified mismatch was established.,Informational owner retained; not turned into a repair landing page.,Car Battery Life Dubai | Why Batteries Fail in UAE Heat,Car Battery Life Dubai | Why Batteries Fail in UAE Heat,Car Battery Life in Dubai: Why Heat Kills Batteries,Car Battery Life in Dubai: Why Heat Kills Batteries,"How long a car battery lasts in Dubai, the early warning signs, and why registration matters after replacement.","Why car batteries fail early in Dubai, how long they really last, the warning signs, and why modern cars need battery registration after replacement.","Indexable, self-canonical page with title/description and visible content; actual Google snippet choice is unverified. FAQ markup does not promise a rich result.",Contact Us ; Request an appointment,"Search results sampled for exhaust, tyre and Porsche DIP2 intent; no localized Google rank or snippet assertion. All 47 flags require query/page plus country/device data to establish the CTR cause.",Not yet measurable: source implementation has not been published and recrawled
