sheet,row,source_range,Top queries,Clicks,Impressions,CTR,Position
Queries,336,Queries!A336:E336,bentley repair center in dubai,0.0,6.0,0.0,54.83
Queries,337,Queries!A337:E337,paint protection film in naif dubai,0.0,6.0,0.0,56.0
Queries,338,Queries!A338:E338,ford figo reverse camera in dubai,0.0,6.0,0.0,58.67
Queries,339,Queries!A339:E339,global paint protection film,0.0,6.0,0.0,60.33
Queries,340,Queries!A340:E340,tyre change service dubai,0.0,6.0,0.0,66.83
Queries,341,Queries!A341:E341,tyre repair company,0.0,6.0,0.0,69.17
Queries,342,Queries!A342:E342,tyre replacement in dubai,0.0,6.0,0.0,69.5
Queries,343,Queries!A343:E343,car service package dubai,0.0,6.0,0.0,73.17
Queries,344,Queries!A344:E344,ecu scanning service,0.0,5.0,0.0,5.2
Queries,345,Queries!A345:E345,digi tec,0.0,5.0,0.0,6.0
Queries,346,Queries!A346:E346,car tuning near me,0.0,5.0,0.0,7.8
Queries,347,Queries!A347:E347,porsche gearbox repair dubai,0.0,5.0,0.0,8.6
Queries,348,Queries!A348:E348,bentley battery replacement dubai,0.0,5.0,0.0,9.4
Queries,349,Queries!A349:E349,porsche transmission service dubai,0.0,5.0,0.0,9.4
Queries,350,Queries!A350:E350,nissan service center dubai al quoz,0.0,5.0,0.0,10.6
Queries,351,Queries!A351:E351,chevrolet repair specialist,0.0,5.0,0.0,10.8
Queries,352,Queries!A352:E352,lotus service center dubai,0.0,5.0,0.0,10.8
Queries,353,Queries!A353:E353,bmw engine repair dubai,0.0,5.0,0.0,12.0
Queries,354,Queries!A354:E354,porsche clutch repair dubai,0.0,5.0,0.0,12.4
Queries,355,Queries!A355:E355,nissan maintenance dubai,0.0,5.0,0.0,12.6
Queries,356,Queries!A356:E356,hummer service dubai,0.0,5.0,0.0,13.2
Queries,357,Queries!A357:E357,mercedes repairs,0.0,5.0,0.0,13.4
Queries,358,Queries!A358:E358,ferrari care,0.0,5.0,0.0,14.6
Queries,359,Queries!A359:E359,volkswagen ac repair,0.0,5.0,0.0,15.0
Queries,360,Queries!A360:E360,hummer repair dubai,0.0,5.0,0.0,15.2
Queries,361,Queries!A361:E361,range rover transmission repair,0.0,5.0,0.0,15.2
Queries,362,Queries!A362:E362,steering box repair,0.0,5.0,0.0,15.4
Queries,363,Queries!A363:E363,ورشة صيانة اودي,0.0,5.0,0.0,15.6
Queries,364,Queries!A364:E364,cadillac service,0.0,5.0,0.0,16.2
Queries,365,Queries!A365:E365,mclaren transmission repair dubai,0.0,5.0,0.0,16.4
Queries,366,Queries!A366:E366,bmw service centre dubai,0.0,5.0,0.0,16.8
Queries,367,Queries!A367:E367,mb service center,0.0,5.0,0.0,17.6
Queries,368,Queries!A368:E368,ferrari auto body shop,0.0,5.0,0.0,17.8
Queries,369,Queries!A369:E369,nissan workshop dubai,0.0,5.0,0.0,18.4
Queries,370,Queries!A370:E370,jaguar repair dubai,0.0,5.0,0.0,18.6
Queries,371,Queries!A371:E371,pre purchase inspection,0.0,5.0,0.0,18.6
Queries,372,Queries!A372:E372,dodge service dubai,0.0,5.0,0.0,18.8
Queries,373,Queries!A373:E373,audi oil change dubai,0.0,5.0,0.0,19.8
Queries,374,Queries!A374:E374,steering repair,0.0,5.0,0.0,19.8
Queries,375,Queries!A375:E375,lincoln repair abu dhabi,0.0,5.0,0.0,20.0
Queries,376,Queries!A376:E376,volvo service center,0.0,5.0,0.0,21.8
Queries,377,Queries!A377:E377,volvo repair dubai,0.0,5.0,0.0,22.8
Queries,378,Queries!A378:E378,brake inspection dubai,0.0,5.0,0.0,23.0
Queries,379,Queries!A379:E379,car brake services dip,0.0,5.0,0.0,23.2
Queries,380,Queries!A380:E380,aston martin garage dubai,0.0,5.0,0.0,23.6
Queries,381,Queries!A381:E381,auto paint protection film,0.0,5.0,0.0,24.8
Queries,382,Queries!A382:E382,mclaren repair abu dhabi,0.0,5.0,0.0,24.8
Queries,383,Queries!A383:E383,luxury car oil change,0.0,5.0,0.0,27.2
Queries,384,Queries!A384:E384,land rover air suspension problems,0.0,5.0,0.0,30.6
Queries,385,Queries!A385:E385,bmw body shop,0.0,5.0,0.0,30.8
Queries,386,Queries!A386:E386,bentley maintenance dubai,0.0,5.0,0.0,32.6
Queries,387,Queries!A387:E387,car brake maintenance in dubai,0.0,5.0,0.0,34.0
Queries,388,Queries!A388:E388,حماية السيارة دبي,0.0,5.0,0.0,34.2
Queries,389,Queries!A389:E389,ppf film protection,0.0,5.0,0.0,42.2
Queries,390,Queries!A390:E390,ppf paint protection film,0.0,5.0,0.0,42.6
Queries,391,Queries!A391:E391,car engine service dubai,0.0,5.0,0.0,43.6
Queries,392,Queries!A392:E392,car ac refill services dubai,0.0,5.0,0.0,44.8
Queries,393,Queries!A393:E393,mini engine repair,0.0,5.0,0.0,46.6
Queries,394,Queries!A394:E394,ferrari garage in dubai,0.0,5.0,0.0,47.6
Queries,395,Queries!A395:E395,automatic car oil change,0.0,5.0,0.0,62.4
Queries,396,Queries!A396:E396,tyre change service,0.0,5.0,0.0,67.6
Queries,397,Queries!A397:E397,garage in dip,0.0,5.0,0.0,72.6
Queries,398,Queries!A398:E398,mercedes garage in dubai,0.0,4.0,0.0,3.25
Queries,399,Queries!A399:E399,porsche transmission repair dubai,0.0,4.0,0.0,3.75
Queries,400,Queries!A400:E400,audi engine diagnostics,0.0,4.0,0.0,4.25
Queries,401,Queries!A401:E401,porsche panamera repair,0.0,4.0,0.0,4.25
Queries,402,Queries!A402:E402,repair mercedes in uae,0.0,4.0,0.0,5.0
Queries,403,Queries!A403:E403,jaguar workshop,0.0,4.0,0.0,5.25
Queries,404,Queries!A404:E404,porsche battery replacement dubai,0.0,4.0,0.0,5.75
Queries,405,Queries!A405:E405,porsche panamera repair dubai,0.0,4.0,0.0,6.25
Queries,406,Queries!A406:E406,lotus transmission repair dubai,0.0,4.0,0.0,6.75
Queries,407,Queries!A407:E407,range rover transmission repair dubai,0.0,4.0,0.0,6.75
Queries,408,Queries!A408:E408,defender service,0.0,4.0,0.0,7.25
Queries,409,Queries!A409:E409,digital motor workshop,0.0,4.0,0.0,9.0
Queries,410,Queries!A410:E410,range rover maintenance,0.0,4.0,0.0,9.25
Queries,411,Queries!A411:E411,خدمة maserati,0.0,4.0,0.0,9.25
Queries,412,Queries!A412:E412,ford workshop,0.0,4.0,0.0,9.5
Queries,413,Queries!A413:E413,gad tuning,0.0,4.0,0.0,9.5
Queries,414,Queries!A414:E414,brake caliper repair service,0.0,4.0,0.0,9.75
Queries,415,Queries!A415:E415,nissan service appointment,0.0,4.0,0.0,10.0
Queries,416,Queries!A416:E416,خدمة تبديل بطارية السيارة دبي,0.0,4.0,0.0,10.0
Queries,417,Queries!A417:E417,mclaren repair shop,0.0,4.0,0.0,10.25
Queries,418,Queries!A418:E418,bmw specialist dubai,0.0,4.0,0.0,10.5
Queries,419,Queries!A419:E419,audi repair,0.0,4.0,0.0,10.75
Queries,420,Queries!A420:E420,lotus engine repair dubai,0.0,4.0,0.0,12.0
Queries,421,Queries!A421:E421,audi servicing,0.0,4.0,0.0,12.75
Queries,422,Queries!A422:E422,audi body shop dubai,0.0,4.0,0.0,13.25
Queries,423,Queries!A423:E423,genesis service center,0.0,4.0,0.0,13.5
Queries,424,Queries!A424:E424,lamborghini specialist,0.0,4.0,0.0,13.75
Queries,425,Queries!A425:E425,range rover suspension repair,0.0,4.0,0.0,13.75
Queries,426,Queries!A426:E426,ecu diagnostic service,0.0,4.0,0.0,14.0
Queries,427,Queries!A427:E427,lincoln service center dubai,0.0,4.0,0.0,14.5
Queries,428,Queries!A428:E428,air suspension repair,0.0,4.0,0.0,15.0
Queries,429,Queries!A429:E429,mercedes workshop,0.0,4.0,0.0,15.75
Queries,430,Queries!A430:E430,porsche oil change dubai,0.0,4.0,0.0,16.0
Queries,431,Queries!A431:E431,mercedes car service,0.0,4.0,0.0,16.25
Queries,432,Queries!A432:E432,nissan service dubai,0.0,4.0,0.0,16.5
Queries,433,Queries!A433:E433,صيانة maserati,0.0,4.0,0.0,16.75
Queries,434,Queries!A434:E434,ferrari specialist dubai,0.0,4.0,0.0,17.75
Queries,435,Queries!A435:E435,gearbox repair,0.0,4.0,0.0,18.0
Queries,436,Queries!A436:E436,cadillac service dubai,0.0,4.0,0.0,18.25
Queries,437,Queries!A437:E437,oil change in dubai,0.0,4.0,0.0,18.25
Queries,438,Queries!A438:E438,oil change service dubai,0.0,4.0,0.0,18.25
Queries,439,Queries!A439:E439,bmw ac repair,0.0,4.0,0.0,18.5
Queries,440,Queries!A440:E440,mercedes benz oil change,0.0,4.0,0.0,18.5
Queries,441,Queries!A441:E441,bmw brakes repair,0.0,4.0,0.0,19.5
Queries,442,Queries!A442:E442,mercedes service near me,0.0,4.0,0.0,19.5
Queries,443,Queries!A443:E443,ppf coating,0.0,4.0,0.0,20.0
Queries,444,Queries!A444:E444,ford repair dubai,0.0,4.0,0.0,20.25
Queries,445,Queries!A445:E445,jaguar service dubai,0.0,4.0,0.0,21.0
Queries,446,Queries!A446:E446,porsche brake repair dubai,0.0,4.0,0.0,21.0
Queries,447,Queries!A447:E447,brake repair,0.0,4.0,0.0,21.25
Queries,448,Queries!A448:E448,bmw brake repair dubai,0.0,4.0,0.0,21.5
Queries,449,Queries!A449:E449,ferrari repair,0.0,4.0,0.0,21.5
Queries,450,Queries!A450:E450,jaguar service center dubai,0.0,4.0,0.0,22.5
Queries,451,Queries!A451:E451,volkswagen repair,0.0,4.0,0.0,23.0
Queries,452,Queries!A452:E452,aston martin service center,0.0,4.0,0.0,23.75
Queries,453,Queries!A453:E453,nissan service center dubai,0.0,4.0,0.0,25.75
Queries,454,Queries!A454:E454,صيانة دودج,0.0,4.0,0.0,26.25
Queries,455,Queries!A455:E455,car battery replacement dubai,0.0,4.0,0.0,27.25
Queries,456,Queries!A456:E456,bentley suspension repair dubai,0.0,4.0,0.0,29.0
Queries,457,Queries!A457:E457,bmw transmission service,0.0,4.0,0.0,29.25
Queries,458,Queries!A458:E458,car suspension repair near me,0.0,4.0,0.0,30.25
Queries,459,Queries!A459:E459,auto suspension repair,0.0,4.0,0.0,30.75
Queries,460,Queries!A460:E460,car transmission repair dubai,0.0,4.0,0.0,30.75
Queries,461,Queries!A461:E461,ppf paint protection,0.0,4.0,0.0,31.0
Queries,462,Queries!A462:E462,حماية السيارات دبي,0.0,4.0,0.0,31.75
Queries,463,Queries!A463:E463,car body repair dubai,0.0,4.0,0.0,34.5
Queries,464,Queries!A464:E464,audi service in dubai,0.0,4.0,0.0,35.25
Queries,465,Queries!A465:E465,porsche specialist near me dubai,0.0,4.0,0.0,35.75
Queries,466,Queries!A466:E466,porsche turbo service dubai,0.0,4.0,0.0,36.0
Queries,467,Queries!A467:E467,lamborghini service center near me,0.0,4.0,0.0,36.75
Queries,468,Queries!A468:E468,jeep service dubai,0.0,4.0,0.0,39.0
Queries,469,Queries!A469:E469,lamborghini repair in dubai,0.0,4.0,0.0,39.25
Queries,470,Queries!A470:E470,jeep repair dubai,0.0,4.0,0.0,41.25
Queries,471,Queries!A471:E471,car film paint protection,0.0,4.0,0.0,42.75
Queries,472,Queries!A472:E472,porsche specialist dip2,0.0,4.0,0.0,46.0
Queries,473,Queries!A473:E473,ورشة صيانة بنتلي,0.0,4.0,0.0,46.0
Queries,474,Queries!A474:E474,audi service center dubai,0.0,4.0,0.0,46.25
Queries,475,Queries!A475:E475,bentley repairs,0.0,4.0,0.0,47.75
Queries,476,Queries!A476:E476,ferrari specialist,0.0,4.0,0.0,50.75
Queries,477,Queries!A477:E477,premium ppf service dubai,0.0,4.0,0.0,53.25
Queries,478,Queries!A478:E478,car diagnostics dubai hills,0.0,4.0,0.0,55.0
Queries,479,Queries!A479:E479,cadillac service garage dubai,0.0,4.0,0.0,55.5
Queries,480,Queries!A480:E480,كراج تصليح بنتلي,0.0,4.0,0.0,59.75
Queries,481,Queries!A481:E481,luxury car repair dubai,0.0,4.0,0.0,63.25
Queries,482,Queries!A482:E482,best jeep repair dubai,0.0,4.0,0.0,68.5
Queries,483,Queries!A483:E483,ditec dubai,0.0,4.0,0.0,69.0
Queries,484,Queries!A484:E484,best tyre change dubai,0.0,4.0,0.0,74.5
Queries,485,Queries!A485:E485,mercedes repairs in dubai,0.0,3.0,0.0,2.0
Queries,486,Queries!A486:E486,porsche diagnostic dubai,0.0,3.0,0.0,2.0
Queries,487,Queries!A487:E487,gad motors,0.0,3.0,0.0,3.0
Queries,488,Queries!A488:E488,mercedes body repair dubai,0.0,3.0,0.0,3.0
Queries,489,Queries!A489:E489,porsche car service in dubai,0.0,3.0,0.0,3.0
Queries,490,Queries!A490:E490,digi tech,0.0,3.0,0.0,3.33
Queries,491,Queries!A491:E491,alfa romeo workshop,0.0,3.0,0.0,4.0
Queries,492,Queries!A492:E492,gmc transmission repair dubai,0.0,3.0,0.0,5.0
Queries,493,Queries!A493:E493,ecu programming near me,0.0,3.0,0.0,5.33
Queries,494,Queries!A494:E494,cadillac transmission repair dubai,0.0,3.0,0.0,5.67
Queries,495,Queries!A495:E495,digi tech dubai,0.0,3.0,0.0,6.0
Queries,496,Queries!A496:E496,lexus workshop,0.0,3.0,0.0,6.0
Queries,497,Queries!A497:E497,porsche electrical repair dubai,0.0,3.0,0.0,6.33
Queries,498,Queries!A498:E498,audi maintenance,0.0,3.0,0.0,7.33
Queries,499,Queries!A499:E499,fiat service center,0.0,3.0,0.0,7.67
Queries,500,Queries!A500:E500,genesis service center dubai,0.0,3.0,0.0,7.67
Queries,501,Queries!A501:E501,jaguar workshop near me,0.0,3.0,0.0,7.67
Queries,502,Queries!A502:E502,land rover ac repair,0.0,3.0,0.0,8.0
Queries,503,Queries!A503:E503,maybach service center,0.0,3.0,0.0,8.0
Queries,504,Queries!A504:E504,volkswagen inspections,0.0,3.0,0.0,8.0
Queries,505,Queries!A505:E505,lotus service dubai,0.0,3.0,0.0,8.67
Queries,506,Queries!A506:E506,power steering shop,0.0,3.0,0.0,8.67
Queries,507,Queries!A507:E507,488 auto service center,0.0,3.0,0.0,9.0
Queries,508,Queries!A508:E508,ford trucks bodyshop dubai,0.0,3.0,0.0,9.33
Queries,509,Queries!A509:E509,land rover transmission repair,0.0,3.0,0.0,9.33
Queries,510,Queries!A510:E510,rox 01 soft close door,0.0,3.0,0.0,9.33
Queries,511,Queries!A511:E511,bmw transmission repair dubai,0.0,3.0,0.0,9.67
Queries,512,Queries!A512:E512,ferrari body repair,0.0,3.0,0.0,9.67
Queries,513,Queries!A513:E513,mercedes body shop dubai,0.0,3.0,0.0,9.67
Queries,514,Queries!A514:E514,hummer transmission repair dubai,0.0,3.0,0.0,10.0
Queries,515,Queries!A515:E515,mercedes body repair,0.0,3.0,0.0,10.0
Queries,516,Queries!A516:E516,volkswagen ac repair dubai,0.0,3.0,0.0,10.0
Queries,517,Queries!A517:E517,lotus maintenance dubai,0.0,3.0,0.0,10.33
Queries,518,Queries!A518:E518,mazda service - dubai sheikh zayed road -galadari automobiles,0.0,3.0,0.0,10.33
Queries,519,Queries!A519:E519,mazda service -galadari automobiles sharjah,0.0,3.0,0.0,10.33
Queries,520,Queries!A520:E520,volkswagen workshop,0.0,3.0,0.0,10.33
Queries,521,Queries!A521:E521,cadillac suspension repair,0.0,3.0,0.0,10.67
Queries,522,Queries!A522:E522,lamborghini transmission repair dubai,0.0,3.0,0.0,10.67
Queries,523,Queries!A523:E523,nissan service centre al quoz,0.0,3.0,0.0,10.67
Queries,524,Queries!A524:E524,rolls royce transmission repair dubai,0.0,3.0,0.0,10.67
Queries,525,Queries!A525:E525,volkswagen workshop near me,0.0,3.0,0.0,10.67
Queries,526,Queries!A526:E526,volvo service centre,0.0,3.0,0.0,11.0
Queries,527,Queries!A527:E527,benz repair shop,0.0,3.0,0.0,11.33
Queries,528,Queries!A528:E528,car body collision repair,0.0,3.0,0.0,11.33
Queries,529,Queries!A529:E529,gmc repair,0.0,3.0,0.0,11.33
Queries,530,Queries!A530:E530,bently repair dubai,0.0,3.0,0.0,11.67
Queries,531,Queries!A531:E531,lamborghini transmission repair,0.0,3.0,0.0,11.67
Queries,532,Queries!A532:E532,lexus workshop dubai,0.0,3.0,0.0,12.0
Queries,533,Queries!A533:E533,maybach repair,0.0,3.0,0.0,12.0
Queries,534,Queries!A534:E534,chevrolet service center dubai,0.0,3.0,0.0,12.33
Queries,535,Queries!A535:E535,digitech,0.0,3.0,0.0,12.67
Queries,536,Queries!A536:E536,fuel system repair,0.0,3.0,0.0,12.67
Queries,537,Queries!A537:E537,mclaren service center dubai,0.0,3.0,0.0,12.67
Queries,538,Queries!A538:E538,chevrolet service dubai,0.0,3.0,0.0,13.33
Queries,539,Queries!A539:E539,nissan workshop,0.0,3.0,0.0,14.33
Queries,540,Queries!A540:E540,porsche oil change,0.0,3.0,0.0,15.0
Queries,541,Queries!A541:E541,صيانة مازدا دبي,0.0,3.0,0.0,15.0
Queries,542,Queries!A542:E542,mercedes ac repair dubai,0.0,3.0,0.0,15.67
Queries,543,Queries!A543:E543,bmw dubai service,0.0,3.0,0.0,16.0
Queries,544,Queries!A544:E544,power steering repair,0.0,3.0,0.0,16.0
Queries,545,Queries!A545:E545,aston martin body shop,0.0,3.0,0.0,16.33
Queries,546,Queries!A546:E546,bmw brake service dubai,0.0,3.0,0.0,17.0
Queries,547,Queries!A547:E547,mercedes benz repair shop,0.0,3.0,0.0,17.33
Queries,548,Queries!A548:E548,aston martin transmission repair,0.0,3.0,0.0,17.67
Queries,549,Queries!A549:E549,brake service,0.0,3.0,0.0,17.67
Queries,550,Queries!A550:E550,nissan service booking,0.0,3.0,0.0,17.67
Queries,551,Queries!A551:E551,jaguar repair,0.0,3.0,0.0,18.0
Queries,552,Queries!A552:E552,cadillac engine repair dubai,0.0,3.0,0.0,18.33
Queries,553,Queries!A553:E553,audi maintenance dubai,0.0,3.0,0.0,18.67
Queries,554,Queries!A554:E554,car power steering repair in abu dhabi,0.0,3.0,0.0,19.0
Queries,555,Queries!A555:E555,bmw suspension repair dubai,0.0,3.0,0.0,19.33
Queries,556,Queries!A556:E556,porsche panamera service dubai,0.0,3.0,0.0,19.33
Queries,557,Queries!A557:E557,bmw brake repair,0.0,3.0,0.0,19.67
Queries,558,Queries!A558:E558,mercedes tuning,0.0,3.0,0.0,20.0
Queries,559,Queries!A559:E559,cadillac service center dubai,0.0,3.0,0.0,20.33
Queries,560,Queries!A560:E560,cadillac repair,0.0,3.0,0.0,20.67
Queries,561,Queries!A561:E561,nissan auto repair,0.0,3.0,0.0,20.67
Queries,562,Queries!A562:E562,car battery replacement in dubai,0.0,3.0,0.0,21.0
Queries,563,Queries!A563:E563,mazda repair dubai,0.0,3.0,0.0,21.33
Queries,564,Queries!A564:E564,dodge repair dubai,0.0,3.0,0.0,22.33
Queries,565,Queries!A565:E565,engine oil change dubai,0.0,3.0,0.0,22.33
Queries,566,Queries!A566:E566,porsche performance tuning dubai,0.0,3.0,0.0,22.33
Queries,567,Queries!A567:E567,nissan body shop,0.0,3.0,0.0,23.33
Queries,568,Queries!A568:E568,porsche repair in dubai,0.0,3.0,0.0,24.67
Queries,569,Queries!A569:E569,aston martin oil change dubai,0.0,3.0,0.0,25.67
Queries,570,Queries!A570:E570,mazda service center dubai,0.0,3.0,0.0,25.67
Queries,571,Queries!A571:E571,gmc service center,0.0,3.0,0.0,26.0
Queries,572,Queries!A572:E572,car paint protection in dubai,0.0,3.0,0.0,26.67
Queries,573,Queries!A573:E573,volvo service dubai,0.0,3.0,0.0,27.33
Queries,574,Queries!A574:E574,volkswagen car service in dubai,0.0,3.0,0.0,28.67
Queries,575,Queries!A575:E575,hummer garage dubai,0.0,3.0,0.0,30.0
Queries,576,Queries!A576:E576,aston martin service,0.0,3.0,0.0,30.33
Queries,577,Queries!A577:E577,معلومات خدمة maserati,0.0,3.0,0.0,33.0
Queries,578,Queries!A578:E578,volvo service in dubai,0.0,3.0,0.0,33.67
Queries,579,Queries!A579:E579,rolls royce engine repair,0.0,3.0,0.0,35.33
Queries,580,Queries!A580:E580,lamborghini dubai service center,0.0,3.0,0.0,36.0
Queries,581,Queries!A581:E581,gear box repair,0.0,3.0,0.0,37.33
Queries,582,Queries!A582:E582,cadillac repair garage dubai,0.0,3.0,0.0,37.67
Queries,583,Queries!A583:E583,porsche service dip2 dubai,0.0,3.0,0.0,37.67
Queries,584,Queries!A584:E584,land rover car battery,0.0,3.0,0.0,39.67
Queries,585,Queries!A585:E585,bmw i8 service dubai,0.0,3.0,0.0,40.0
Queries,586,Queries!A586:E586,volvo car repair in dubai,0.0,3.0,0.0,40.33
Queries,587,Queries!A587:E587,ford car garage in dubai,0.0,3.0,0.0,40.67
Queries,588,Queries!A588:E588,صيانة جاكوار في الامارات,0.0,3.0,0.0,41.0
Queries,589,Queries!A589:E589,paint protection film service dubai,0.0,3.0,0.0,41.67
Queries,590,Queries!A590:E590,jeep repair in dubai,0.0,3.0,0.0,42.67
Queries,591,Queries!A591:E591,ceramic coating over paint protection film price in uae,0.0,3.0,0.0,45.0
Queries,592,Queries!A592:E592,jeep service center,0.0,3.0,0.0,45.0
Queries,593,Queries!A593:E593,paint protection film service in dubai,0.0,3.0,0.0,45.33
Queries,594,Queries!A594:E594,new car paint protection film,0.0,3.0,0.0,45.67
Queries,595,Queries!A595:E595,jeep service,0.0,3.0,0.0,46.0
Queries,596,Queries!A596:E596,paint protection film service,0.0,3.0,0.0,46.33
Queries,597,Queries!A597:E597,افضل مركز صيانة لينكولن,0.0,3.0,0.0,46.33
Queries,598,Queries!A598:E598,audi a8 repair dubai,0.0,3.0,0.0,48.67
Queries,599,Queries!A599:E599,gmc engine repair abu dhabi,0.0,3.0,0.0,48.67
Queries,600,Queries!A600:E600,porsche car battery,0.0,3.0,0.0,48.67
Queries,601,Queries!A601:E601,porsche gt3 service dubai,0.0,3.0,0.0,49.33
Queries,602,Queries!A602:E602,bentley service center,0.0,3.0,0.0,51.67
Queries,603,Queries!A603:E603,range rover body repair dubai,0.0,3.0,0.0,52.0
Queries,604,Queries!A604:E604,mercedes sound system upgrade in dubai,0.0,3.0,0.0,54.0
Queries,605,Queries!A605:E605,bentley car service in dubai,0.0,3.0,0.0,54.33
Queries,606,Queries!A606:E606,bmw oil change service,0.0,3.0,0.0,54.67
Queries,607,Queries!A607:E607,tire changes,0.0,3.0,0.0,63.0
Queries,608,Queries!A608:E608,cadillac specialist garage,0.0,3.0,0.0,66.0
Queries,609,Queries!A609:E609,auto air con,0.0,3.0,0.0,68.67
Queries,610,Queries!A610:E610,best paint protection film al murar,0.0,3.0,0.0,70.0
Queries,611,Queries!A611:E611,best cadillac repair garage dubai,0.0,3.0,0.0,79.0
Queries,612,Queries!A612:E612,tyre change uae,0.0,3.0,0.0,88.0
Queries,613,Queries!A613:E613,ferrari ac service dubai,0.0,2.0,0.0,2.0
Queries,614,Queries!A614:E614,mercedes auto repair​ in dubai,0.0,2.0,0.0,2.0
Queries,615,Queries!A615:E615,mercedes major service dubai,0.0,2.0,0.0,2.0
Queries,616,Queries!A616:E616,mercedes repair shops dubai,0.0,2.0,0.0,2.0
Queries,617,Queries!A617:E617,mercedes exhaust repair,0.0,2.0,0.0,2.5
Queries,618,Queries!A618:E618,porsche steering repair dubai,0.0,2.0,0.0,2.5
Queries,619,Queries!A619:E619,porsche engine diagnostics,0.0,2.0,0.0,3.0
Queries,620,Queries!A620:E620,ferrari transmission repair dubai,0.0,2.0,0.0,3.5
Queries,621,Queries!A621:E621,mercedes car service dubai,0.0,2.0,0.0,3.5
Queries,622,Queries!A622:E622,car coating dubai,0.0,2.0,0.0,4.0
Queries,623,Queries!A623:E623,mercedes minor service dubai,0.0,2.0,0.0,4.0
Queries,624,Queries!A624:E624,mercedes repair near me,0.0,2.0,0.0,4.0
Queries,625,Queries!A625:E625,mercedes-benz engine repair,0.0,2.0,0.0,4.0
Queries,626,Queries!A626:E626,ecu tuning near me,0.0,2.0,0.0,4.5
Queries,627,Queries!A627:E627,aston martin service centre,0.0,2.0,0.0,5.0
Queries,628,Queries!A628:E628,ferrari repair near me,0.0,2.0,0.0,5.5
Queries,629,Queries!A629:E629,bmw transmission repair in dubai,0.0,2.0,0.0,6.0
Queries,630,Queries!A630:E630,brake services,0.0,2.0,0.0,6.0
Queries,631,Queries!A631:E631,land rover workshop,0.0,2.0,0.0,6.0
Queries,632,Queries!A632:E632,mercedes dubai service,0.0,2.0,0.0,6.0
Queries,633,Queries!A633:E633,mercedes steering repair,0.0,2.0,0.0,6.0
Queries,634,Queries!A634:E634,oil change mercedes,0.0,2.0,0.0,6.0
Queries,635,Queries!A635:E635,porsche diagnostics dubai,0.0,2.0,0.0,6.0
Queries,636,Queries!A636:E636,maybach repair dubai,0.0,2.0,0.0,6.5
Queries,637,Queries!A637:E637,mercedes benz auto repair​ in dubai,0.0,2.0,0.0,6.5
Queries,638,Queries!A638:E638,chevrolet workshop dubai,0.0,2.0,0.0,7.0
Queries,639,Queries!A639:E639,ford trucks workshop dubai,0.0,2.0,0.0,7.0
Queries,640,Queries!A640:E640,byd oil change,0.0,2.0,0.0,7.5
Queries,641,Queries!A641:E641,mercedes dubai service center,0.0,2.0,0.0,7.5
Queries,642,Queries!A642:E642,steering rack repair,0.0,2.0,0.0,7.5
Queries,643,Queries!A643:E643,bmw electrical repair,0.0,2.0,0.0,8.0
Queries,644,Queries!A644:E644,car programming near me,0.0,2.0,0.0,8.0
Queries,645,Queries!A645:E645,manual gearbox repair,0.0,2.0,0.0,8.0
Queries,646,Queries!A646:E646,porsche suspension repair,0.0,2.0,0.0,8.0
Queries,647,Queries!A647:E647,tesla tyre repair,0.0,2.0,0.0,8.0
Queries,648,Queries!A648:E648,minor body repair,0.0,2.0,0.0,8.5
Queries,649,Queries!A649:E649,air suspension repair near me,0.0,2.0,0.0,9.0
Queries,650,Queries!A650:E650,bmw engine repair in dubai,0.0,2.0,0.0,9.0
Queries,651,Queries!A651:E651,ferrari workshop,0.0,2.0,0.0,9.0
Queries,652,Queries!A652:E652,lexus workshop near me,0.0,2.0,0.0,9.0
Queries,653,Queries!A653:E653,maybach service center dubai,0.0,2.0,0.0,9.0
Queries,654,Queries!A654:E654,toyota aircon service,0.0,2.0,0.0,9.0
Queries,655,Queries!A655:E655,volkswagen inspection,0.0,2.0,0.0,9.0
Queries,656,Queries!A656:E656,ورشة سيارات قريبة مني,0.0,2.0,0.0,9.0
Queries,657,Queries!A657:E657,mercedes independent service,0.0,2.0,0.0,9.5
Queries,658,Queries!A658:E658,bmw body shop dubai,0.0,2.0,0.0,10.0
Queries,659,Queries!A659:E659,car electronics repair shop near me,0.0,2.0,0.0,10.0
Queries,660,Queries!A660:E660,car steering repair dubai,0.0,2.0,0.0,10.0
Queries,661,Queries!A661:E661,mercedes benz electrical repair,0.0,2.0,0.0,10.0
Queries,662,Queries!A662:E662,range rover workshop near me,0.0,2.0,0.0,10.0
Queries,663,Queries!A663:E663,tuning shops near me,0.0,2.0,0.0,10.0
Queries,664,Queries!A664:E664,bmw x5 service dubai,0.0,2.0,0.0,10.5
Queries,665,Queries!A665:E665,mercedes brake service dubai,0.0,2.0,0.0,10.5
Queries,666,Queries!A666:E666,range rover repair,0.0,2.0,0.0,10.5
Queries,667,Queries!A667:E667,gmc maintenance dubai,0.0,2.0,0.0,11.0
Queries,668,Queries!A668:E668,nissan appointment service,0.0,2.0,0.0,11.0
Queries,669,Queries!A669:E669,nissan car service appointment,0.0,2.0,0.0,11.0
Queries,670,Queries!A670:E670,tire repair near me,0.0,2.0,0.0,11.0
Queries,671,Queries!A671:E671,ضمان سيارة بنتلي,0.0,2.0,0.0,11.0
Queries,672,Queries!A672:E672,nissan body repair,0.0,2.0,0.0,11.5
